size,recipe,n_train,rate_train,lift_train,n_val,rate_val,lift_val,n_test,rate_test,lift_test,avg_oos_rate,min_oos_rate
4,bb_width_q1 & dist_ema200_q1 & h_1 & range_20_q1,101,0.24752475247524752,2.7064539787312065,67,0.16417910447761194,1.8832159080374524,52,0.19230769230769232,1.9971248779429316,0.17824339839265213,0.16417910447761194
3,atr_ratio_q1 & bb_pos_q1 & bb_width_q1,455,0.18461538461538463,2.0185982905982907,195,0.1641025641025641,1.882337951903169,211,0.1895734597156398,1.968729737498245,0.17683801190910195,0.1641025641025641
4,atr_ratio_q2 & bb_width_q1 & sess_overlap_1 & vol_5_20_q4,179,0.15083798882681565,1.6492737430167599,61,0.16393442622950818,1.8804093269524487,52,0.17307692307692307,1.7974123901486383,0.16850567465321564,0.16393442622950818
4,atr_ratio_q2 & bb_width_q1 & h_3 & vol_5_20_q4,179,0.15083798882681565,1.6492737430167599,61,0.16393442622950818,1.8804093269524487,52,0.17307692307692307,1.7974123901486383,0.16850567465321564,0.16393442622950818
4,bb_pos_q1 & bb_width_q1 & pos_in_range_20_q1 & vol_5_20_q4,228,0.17105263157894737,1.8703021442495127,116,0.16379310344827586,1.8787882844292139,104,0.21153846153846154,2.1968373657372244,0.18766578249336868,0.16379310344827586
4,dist_ema200_q1 & macd_hist_q1 & sess_london_1 & sess_ny_0,211,0.1990521327014218,2.1764507635597683,96,0.1875,2.1507181677018634,116,0.16379310344827586,1.7009994650065656,0.17564655172413793,0.16379310344827586
2,h_2 & macd_hist_q1,625,0.16,1.749451851851852,323,0.16408668730650156,1.8821558371632405,348,0.16379310344827586,1.7009994650065656,0.1639398953773887,0.16379310344827586
3,h_2 & macd_hist_q1 & sess_london_1,625,0.16,1.749451851851852,323,0.16408668730650156,1.8821558371632405,348,0.16379310344827586,1.7009994650065656,0.1639398953773887,0.16379310344827586
3,h_2 & macd_hist_q1 & sess_ny_0,625,0.16,1.749451851851852,323,0.16408668730650156,1.8821558371632405,348,0.16379310344827586,1.7009994650065656,0.1639398953773887,0.16379310344827586
4,h_2 & macd_hist_q1 & sess_london_1 & sess_ny_0,625,0.16,1.749451851851852,323,0.16408668730650156,1.8821558371632405,348,0.16379310344827586,1.7009994650065656,0.1639398953773887,0.16379310344827586
4,atr_14_q1 & bb_pos_q1 & bb_width_q1 & pos_in_range_20_q1,413,0.18401937046004843,2.012081427674648,190,0.1631578947368421,1.8715021248774109,213,0.1784037558685446,1.8527318116503437,0.17078082530269334,0.1631578947368421
4,bb_pos_q1 & h_2 & macd_hist_q1 & pos_in_range_20_q1,368,0.18206521739130435,1.990714573268921,179,0.18435754189944134,2.114672611818592,233,0.1630901287553648,1.6936990381181254,0.17372383532740307,0.1630901287553648
