size,recipe,n_IS,rate_IS,lift_IS,p_IS,n_OOS,rate_OOS,lift_OOS,valid_OOS
3,dow_3 & h_1 & streak_down_5p,33,0.3939393939393939,4.333542987082104,2.8691016265539227e-06,0,,,False
3,atr_14_q1 & dow_4 & streak_down_5p,38,0.34210526315789475,3.7633399624660373,1.7534612305710497e-05,0,,,False
3,dow_4 & h_2 & streak_down_5p,34,0.3235294117647059,3.5589957111104153,0.00013764972094635925,0,,,False
3,h_1 & macd_hist_q2 & streak_down_5p,30,0.3,3.300159659393294,0.0010287911282280272,0,,,False
3,dow_4 & sess_ny_0 & streak_down_5p,48,0.2916666666666667,3.2084885577434807,6.380089294709362e-05,0,,,False
3,bb_width_q1 & rsi_14_q1 & streak_down_5p,53,0.2830188679245283,3.113358169238957,5.204747907548522e-05,0,,,False
3,atr_ratio_q1 & dow_4 & rsi_14_q1,157,0.2802547770700637,3.082951698796283,8.335982416598403e-12,103,0.08737864077669903,0.9375176736732963,False
3,atr_14_q1 & h_1 & streak_down_5p,54,0.2777777777777778,3.0557033883271245,6.602701022060226e-05,0,,,False
3,atr_ratio_q1 & bb_pos_q1 & dow_4,184,0.27717391304347827,3.0490605548742393,3.125327768158508e-13,94,0.05319148936170213,0.570711113406321,False
3,atr_ratio_q1 & dow_4 & pos_in_range_20_q1,180,0.2722222222222222,2.9945893205605816,1.861975414857487e-12,97,0.05154639175257732,0.5530602542288059,False
3,dow_3 & macd_hist_q2 & streak_down_5p,30,0.26666666666666666,2.933475252794039,0.004382076675637658,0,,,False
3,atr_ratio_q1 & bb_width_q1 & streak_down_5p,49,0.2653061224489796,2.9185085423206005,0.0003278218514101329,26,0.15384615384615385,1.65067214339059,True
3,bb_pos_q1 & dow_4 & h_2,176,0.26136363636363635,2.875139097198703,3.965260190302837e-11,78,0.11538461538461539,1.2380041075429424,True
3,macd_hist_q2 & rsi_14_q1 & streak_down_5p,46,0.2608695652173913,2.869704051646343,0.0006497308322109185,0,,,False
3,dow_4 & sess_london_1 & streak_down_5p,50,0.26,2.8601383714741884,0.00040638183158132673,0,,,False
3,atr_ratio_q1 & h_1 & streak_down_5p,54,0.25925925925925924,2.8519898291053156,0.00025476072451526227,0,,,False
3,bb_width_q1 & sess_london_1 & streak_down_5p,47,0.2553191489361702,2.8086465186325906,0.0008009289989360706,0,,,False
3,h_1 & rsi_14_q1 & streak_down_5p,59,0.2542372881355932,2.7967454740621136,0.00019665516056219405,24,0.08333333333333333,0.8941140776699028,False
3,atr_ratio_q1 & dow_4 & sess_overlap_1,71,0.2535211267605634,2.78886731779715,4.912212811850309e-05,68,0.16176470588235295,1.7356332095945175,True
3,atr_ratio_q1 & dow_4 & h_3,71,0.2535211267605634,2.78886731779715,4.912212811850309e-05,68,0.16176470588235295,1.7356332095945175,True
3,atr_ratio_q1 & macd_hist_q2 & streak_down_5p,40,0.25,2.7501330494944116,0.0025389908310976877,0,,,False
3,dow_3 & sess_ny_0 & streak_down_5p,72,0.25,2.7501330494944116,5.9954879351101974e-05,27,0.1111111111111111,1.1921521035598703,True
3,dow_3 & htf_trend_1 & streak_down_5p,52,0.25,2.7501330494944116,0.0006120687302878217,27,0.07407407407407407,0.7947680690399136,False
3,atr_14_q1 & bb_pos_q1 & dow_4,213,0.24882629107981222,2.7372216267268326,1.0779249502112109e-11,95,0.07368421052631578,0.7905850792028614,False
3,h_1 & htf_trend_1 & streak_down_5p,69,0.2463768115942029,2.710276048777102,0.00011554351945514364,28,0.10714285714285714,1.1495752427184465,True
3,atr_ratio_q2 & dow_3 & h_2,203,0.24630541871921183,2.709490689157056,5.983396439389051e-11,70,0.12857142857142856,1.3794902912621356,True
3,dow_4 & h_2 & rsi_14_q1,161,0.2422360248447205,2.6647251908144614,1.1663411121725666e-08,79,0.11392405063291139,1.2223331694727786,True
3,dow_4 & h_2 & pos_in_range_20_q1,171,0.23976608187134502,2.6375545036086754,6.890114872970786e-09,86,0.11627906976744186,1.2476010386091667,True
3,atr_14_q1 & dow_4 & sess_overlap_1,92,0.2391304347826087,2.630562047342481,2.0444090266610368e-05,68,0.10294117647058823,1.1044938606510564,True
3,atr_14_q1 & dow_4 & h_3,92,0.2391304347826087,2.630562047342481,2.0444090266610368e-05,68,0.10294117647058823,1.1044938606510564,True
3,bb_width_q1 & dow_4 & rsi_14_q1,152,0.23684210526315788,2.6053892047841796,7.670015959930677e-08,76,0.10526315789473684,1.1294072560040878,True
3,atr_14_q1 & dow_4 & pos_in_range_20_q1,207,0.23671497584541062,2.6039907135309406,4.0344748653204355e-10,94,0.05319148936170213,0.570711113406321,False
3,atr_14_q1 & dow_4 & rsi_14_q1,179,0.2346368715083799,2.581130459860677,8.994285339487598e-09,104,0.07692307692307693,0.825336071695295,False
3,atr_14_q1 & bb_width_q1 & streak_down_5p,60,0.23333333333333334,2.5667908461947846,0.0008097360904867963,28,0.14285714285714285,1.532766990291262,True
3,atr_14_q1 & atr_ratio_q1 & streak_down_5p,111,0.22522522522522523,2.4775973418868573,1.762519563405936e-05,27,0.1111111111111111,1.1921521035598703,True
3,atr_14_q1 & sess_london_1 & streak_down_5p,107,0.22429906542056074,2.467409091135173,2.75981598192078e-05,23,0.043478260869565216,0.4664943013929928,False
3,atr_14_q1 & h_2 & streak_down_5p,76,0.2236842105263158,2.4606453600739475,0.0004004114927787236,0,,,False
3,atr_ratio_q1 & sess_london_1 & streak_down_5p,86,0.22093023255813954,2.4303501367625033,0.00022303576458796795,25,0.04,0.4291747572815534,False
3,atr_ratio_q1 & pos_in_range_20_q1 & streak_down_5p,91,0.21978021978021978,2.4176993841709113,0.00016651838711098367,37,0.10810810810810811,1.1599317764366308,True
3,dow_4 & range_20_q1 & rsi_14_q1,146,0.2191780821917808,2.411075550241676,3.3072495672116204e-06,90,0.12222222222222222,1.3113673139158575,True
2,h_1 & streak_down_5p,105,0.21904761904761905,2.4096403862236753,5.9435447341617575e-05,33,0.09090909090909091,0.975397175639894,False
3,h_1 & sess_ny_0 & streak_down_5p,105,0.21904761904761905,2.4096403862236753,5.9435447341617575e-05,33,0.09090909090909091,0.975397175639894,False
3,dow_3 & h_2 & macd_hist_q2,179,0.21787709497206703,2.396763998442057,2.803230639566536e-07,73,0.0684931506849315,0.7348882830163584,False
3,atr_14_q1 & sess_ny_0 & streak_down_5p,147,0.21768707482993196,2.3946736757502363,3.6264507037464e-06,31,0.06451612903225806,0.6922173504541184,False
3,bb_pos_q1 & bb_width_q1 & dow_4,252,0.21428571428571427,2.3572568995666385,3.5399231081865197e-09,111,0.09009009009009009,0.9666098136971922,False
3,atr_14_q1 & rsi_14_q1 & streak_down_5p,117,0.21367521367521367,2.350541067943942,5.946732855883104e-05,0,,,False
3,atr_ratio_q1 & bb_pos_q1 & streak_down_5p,103,0.21359223300970873,2.349628236461245,0.00018057905718900632,37,0.10810810810810811,1.1599317764366308,True
3,bb_width_q1 & sess_ny_0 & streak_down_5p,75,0.21333333333333335,2.3467802022352315,0.0010112330308310795,31,0.16129032258064516,1.7305433761352957,True
3,bb_width_q1 & dow_4 & h_2,292,0.21232876712328766,2.3357294392966237,2.9336892223066317e-10,99,0.09090909090909091,0.975397175639894,False
3,atr_ratio_q1 & h_2 & streak_down_5p,62,0.20967741935483872,2.306563202801765,0.0033962903738466417,0,,,False
