size,recipe,n_train,rate_train,lift_train,n_val,rate_val,lift_val,n_test,rate_test,lift_test,avg_oos_rate,min_oos_rate
4,bb_pos_q2 & bb_width_q3 & htf_trend_1 & rsi_14_q3,84,0.5,1.578041479580928,77,0.4675324675324675,1.2636891100118322,68,0.47058823529411764,1.2771622471325426,0.4690603514132926,0.4675324675324675
4,bb_pos_q2 & bb_width_q3 & rsi_14_q3 & trend_50_200_1,80,0.5125,1.617492516570451,79,0.45569620253164556,1.231696980644444,68,0.47058823529411764,1.2771622471325426,0.4631422189128816,0.45569620253164556
