size,recipe,n_IS,rate_IS,lift_IS,p_IS,n_OOS,rate_OOS,lift_OOS,valid_OOS
3,atr_ratio_q2 & dow_3 & h_5,240,0.4666666666666667,1.4267289964611822,9.18079232500247e-06,96,0.4479166666666667,1.4258078005522514,True
3,dist_ema50_q2 & h_1 & streak_up_34,226,0.4469026548672566,1.3663049492027124,0.00021019437809951172,89,0.39325842696629215,1.2518197569520682,True
3,dist_ema200_q3 & dow_0 & h_1,498,0.44176706827309237,1.3506040414004308,1.0078973481939183e-07,324,0.35185185185185186,1.120014396299443,True
3,dist_ema200_q3 & dist_ema50_q2 & streak_up_34,271,0.42066420664206644,1.2860867601205175,0.0014594539497407306,121,0.38016528925619836,1.2101416965671232,True
3,dow_1 & h_1 & streak_up_34,214,0.4205607476635514,1.285770457424964,0.004398801976041121,105,0.3619047619047619,1.1520148076222843,True
3,dist_ema50_q2 & sess_asia_1 & streak_up_34,455,0.4197802197802198,1.2833841679313305,3.951933285577365e-05,169,0.30177514792899407,0.9606102919366758,False
3,dist_ema200_q3 & dow_3 & ema50_slope_q2,787,0.41804320203303685,1.27807362453003,9.628238304138971e-08,234,0.2222222222222222,0.7073775134522797,False
3,dist_ema50_q2 & dow_1 & h_5,658,0.41793313069908816,1.2777371060361218,1.0947601725732901e-06,269,0.49070631970260226,1.5620157731994582,True
3,bb_width_q1 & dist_ema50_q2 & h_5,1862,0.4167561761546724,1.2741388306589045,6.62854620698258e-16,549,0.40255009107468126,1.2813969710897857,True
3,dist_ema50_q2 & dow_1 & sess_asia_1,1052,0.41634980988593157,1.2728964566471983,1.6196152123288375e-09,560,0.34464285714285714,1.0970667329166162,True
3,dist_ema50_q2 & htf_trend_-1 & streak_up_34,391,0.4143222506393862,1.2666976475705785,0.0002979491525183346,156,0.3269230769230769,1.0406611495980655,True
3,dist_ema50_q2 & h_5 & streak_up_34,215,0.413953488372093,1.2655702393858328,0.008696107937858077,62,0.3225806451612903,1.0268383259791158,True
3,h_1 & macd_hist_q3 & streak_up_34,400,0.4125,1.261126523657652,0.000347436170346941,172,0.3953488372093023,1.258473948351149,True
3,dist_ema200_q3 & h_1 & htf_trend_-1,1193,0.4115674769488684,1.2582755429213996,1.0921724888917861e-09,375,0.3973333333333333,1.2647909940526763,True
3,dist_ema50_q2 & h_1 & htf_trend_-1,1065,0.4112676056338028,1.2573587534205188,9.987635988074782e-09,333,0.29429429429429427,0.936797247544911,False
3,atr_ratio_q1 & ema50_slope_q2 & h_5,2387,0.41097612065354,1.256467603263289,9.990178283292162e-18,727,0.4401650618982118,1.4011329014735665,True
3,dist_ema200_q3 & ema50_slope_q2 & htf_trend_-1,1442,0.40984743411927876,1.2530168965354052,4.6195184636188956e-11,684,0.3406432748538012,1.0843352673314552,True
