symbol,n_weekends,gap_abs_pct_mean,gap_abs_pct_median,gap_abs_pct_std,gap_abs_pct_p75,gap_abs_pct_p90,gap_abs_pct_p95,gap_pct_mean_signed,pct_significant,pct_continuation,pct_fade,pnl_cont_mean_pct,pnl_cont_win_rate_pct,pnl_cont_sharpe,pnl_fade_mean_pct,pnl_fade_win_rate_pct,pnl_fade_sharpe,oracle_edge_pct,best_naive,best_naive_edge_pct,bias_strength
EURSGD,260,0.12315715617149901,0.08680395012363085,0.12246752633756854,0.16295806450081382,0.28400888194349616,0.3608860393629605,-0.08734775904451611,28.076923076923077,50.38461538461539,49.61538461538461,-0.00253210118147212,50.38461538461539,-0.10503864367315037,0.00253210118147212,49.61538461538461,0.10503864367315037,0.12315715617149901,fade,0.00253210118147212,0.3846153846153868
HKDJPY,260,0.12227084672139604,0.07937542067594452,0.15633692712925276,0.1499688866862035,0.23048531260727118,0.37477916333502137,-0.0614145033835594,25.0,45.0,52.307692307692314,-0.006948327129847599,45.0,-0.2524321948531365,0.006948327129847599,52.307692307692314,0.2524321948531365,0.12227084672139604,fade,0.006948327129847599,5.0
GBPAUD,260,0.11140916725634638,0.086959573034497,0.09719271147059311,0.15672635953549077,0.2158903545119994,0.26869591248244074,-0.063290377779029,27.307692307692307,43.84615384615385,55.769230769230774,-0.015783751344061694,43.84615384615385,-0.7734285078322956,0.015783751344061694,55.769230769230774,0.7734285078322956,0.11140916725634638,fade,0.015783751344061694,6.153846153846153
GBPCAD,260,0.11118001761515552,0.08839616179972049,0.10137302788788201,0.1479263494255852,0.20695309016040425,0.25813610482226906,-0.07446746926431469,23.846153846153847,45.38461538461539,54.230769230769226,-0.013251809659747786,45.38461538461539,-0.636941416360418,0.013251809659747786,54.230769230769226,0.636941416360418,0.11118001761515552,fade,0.013251809659747786,4.615384615384613
USDJPY,260,0.10493966628059344,0.06384005999730227,0.15514617281185952,0.1102515701722297,0.19250180154303595,0.4007687786808939,-0.03807463237495223,16.538461538461537,43.84615384615385,55.769230769230774,-0.008918699748164288,43.84615384615385,-0.3435485311157311,0.008918699748164288,55.769230769230774,0.3435485311157311,0.10493966628059344,fade,0.008918699748164288,6.153846153846153
AUDNZD,260,0.10470580445917568,0.08347777127667452,0.09203842260257851,0.13688281888715526,0.20519520559914184,0.2521348569544846,-0.07247292395415039,20.76923076923077,45.0,54.230769230769226,-0.02380117991823953,45.0,-1.2513789243023454,0.02380117991823953,54.230769230769226,1.2513789243023454,0.10470580445917568,fade,0.02380117991823953,5.0
GBPUSD,260,0.10219937409212211,0.07062363407348335,0.11995038469759646,0.10910368654767535,0.20837754613619816,0.36139698916466506,-0.060074128329346936,17.692307692307693,46.92307692307692,53.07692307692308,0.0015232033331741028,46.92307692307692,0.06964895962300496,-0.0015232033331741028,53.07692307692308,-0.06964895962300496,0.10219937409212211,continuation,0.0015232033331741028,3.07692307692308
EURCAD,260,0.10063981137142225,0.07466453560091288,0.10764722672032426,0.11573348426104905,0.2065785818732392,0.314836707584038,-0.06826976987786951,18.076923076923077,43.07692307692308,56.15384615384615,-0.016542341681519745,43.07692307692308,-0.8142933886380357,0.016542341681519745,56.15384615384615,0.8142933886380357,0.10063981137142225,fade,0.016542341681519745,6.92307692307692
EURHKD,260,0.09783158044037063,0.052966202512484545,0.15588239781434027,0.09360026466494802,0.2235294731987439,0.392997828914938,-0.05171736387501476,13.846153846153847,46.92307692307692,53.07692307692308,-0.015946763043732857,46.92307692307692,-0.6268573041695763,0.015946763043732857,53.07692307692308,0.6268573041695763,0.09783158044037063,fade,0.015946763043732857,3.07692307692308
EURAUD,260,0.09326822417757893,0.06776649922959874,0.10307073638591069,0.11165239087680776,0.19538651075613542,0.26423482555397776,-0.0375316861697225,14.23076923076923,41.15384615384615,58.07692307692308,-0.014125831837626378,41.15384615384615,-0.7359789290165303,0.014125831837626378,58.07692307692308,0.7359789290165303,0.09326822417757893,fade,0.014125831837626378,8.846153846153847
EURUSD,260,0.09087685242529737,0.04325751198945762,0.15099975941480093,0.08149633871079014,0.19784424426102473,0.39687368911980786,-0.038656535753119725,13.846153846153847,45.38461538461539,53.84615384615385,-0.007833018845239898,45.38461538461539,-0.3206573459383578,0.007833018845239898,53.84615384615385,0.3206573459383578,0.09087685242529737,fade,0.007833018845239898,4.615384615384613
EURGBP,260,0.08966856233742367,0.062067669731314765,0.09598936586643829,0.11089010758490536,0.18389161162709877,0.2448557366196023,-0.060789795734639926,15.0,44.230769230769226,55.00000000000001,-0.01677859485092556,44.230769230769226,-0.9298600128763532,0.01677859485092556,55.00000000000001,0.9298600128763532,0.08966856233742367,fade,0.01677859485092556,5.769230769230774
USDSGD,260,0.08650431086566303,0.05516275504310744,0.09605834669168865,0.10616201233093021,0.18537052592978948,0.28879580037057284,-0.045368707600280965,13.846153846153847,47.69230769230769,52.307692307692314,-0.017494206439861357,47.69230769230769,-0.9841300506942361,0.017494206439861357,52.307692307692314,0.9841300506942361,0.08650431086566303,fade,0.017494206439861357,2.3076923076923066
USDCAD,260,0.07700156552366323,0.06138970703201459,0.09759196886804093,0.09479057280436312,0.15041402205464952,0.19211840532179286,-0.03569392691938828,10.0,41.92307692307693,57.692307692307686,-0.01475715899458504,41.92307692307693,-0.8615591343297011,0.01475715899458504,57.692307692307686,0.8615591343297011,0.07700156552366323,fade,0.01475715899458504,8.076923076923073
USDHKD,260,0.012418049710627812,0.007231210965304562,0.019757733560517066,0.014156911755625348,0.025594307946450057,0.03439534554080454,-0.010150935596804243,0.7692307692307693,38.84615384615385,60.38461538461538,-0.004971211396887462,38.84615384615385,-1.5714866124188456,0.004971211396887462,60.38461538461538,1.5714866124188456,0.012418049710627812,fade,0.004971211396887462,11.153846153846153
