size,recipe,n_IS,rate_IS,lift_IS,p_IS,n_OOS,rate_OOS,lift_OOS,valid_OOS
3,dist_ema200_q4 & dist_ema50_q2 & h_5,30,0.5333333333333333,1.604424392373745,0.030843740998321677,0,,,False
3,bb_width_q3 & dist_ema200_q4 & dist_ema50_q2,72,0.4861111111111111,1.4623659826323194,0.008124993386118952,54,0.5185185185185185,1.4096624299576328,True
3,bb_pos_q2 & h_5 & rsi_14_q3,100,0.47,1.4138989957793626,0.005467402573259553,39,0.46153846153846156,1.2547544706216294,True
3,atr_14_q3 & bb_pos_q2 & bb_width_q3,359,0.467966573816156,1.4077818484616424,1.1521894750079382e-07,166,0.43373493975903615,1.1791668519094831,True
3,dist_ema200_q4 & dist_ema50_q2 & sess_london_0,168,0.4642857142857143,1.396708734432501,0.0004040756299012911,75,0.49333333333333335,1.3411931119311193,True
3,atr_14_q3 & dow_2 & rsi_14_q3,223,0.4618834080717489,1.3894818868931815,6.322954390728832e-05,111,0.3153153153153153,0.8572271533526147,False
3,dist_ema50_q2 & h_5 & rsi_14_q3,141,0.46099290780141844,1.386802998727306,0.0016646395534725385,50,0.32,0.8699630996309964,False
3,bb_pos_q2 & bb_width_q3 & h_5,174,0.45977011494252873,1.3831244761842627,0.000509819548556942,76,0.40789473684210525,1.1089167799572732,True
3,bb_width_q3 & dist_ema50_q2 & h_5,161,0.45962732919254656,1.3826949344214725,0.000792417322082399,65,0.4461538461538462,1.2129293216009085,True
3,atr_14_q3 & h_5 & rsi_14_q3,185,0.4594594594594595,1.3821899326192735,0.0004115763400301116,85,0.3176470588235294,0.8635663121337096,False
3,bb_width_q3 & h_5 & rsi_14_q3,144,0.4583333333333333,1.378802212196187,0.0018643794648945428,76,0.42105263157894735,1.1446882889881531,True
3,dist_ema50_q2 & macd_hist_q3 & trend_50_200_1,625,0.4512,1.3573430359481882,7.942492722604529e-10,328,0.35365853658536583,0.9614683646836468,False
3,atr_14_q3 & bb_pos_q2 & dist_ema200_q4,245,0.4489795918367347,1.350663391539122,0.00017796683107458176,101,0.3564356435643564,0.9690183040444266,False
3,bb_pos_q2 & dist_ema200_q4 & h_5,127,0.44881889763779526,1.3501799758657005,0.006250016478326555,43,0.37209302325581395,1.011584999570926,True
3,atr_14_q3 & bb_width_q3 & dist_ema50_q2,344,0.4476744186046512,1.3467370444706943,9.57552089939656e-06,126,0.46825396825396826,1.2730114801148011,True
3,atr_14_q3 & bb_width_q3 & rsi_14_q3,326,0.4447852760736196,1.3380456493147603,2.755188582578414e-05,202,0.39603960396039606,1.0766870044938075,True
3,atr_14_q3 & dow_3 & h_5,145,0.4413793103448276,1.3277994971368923,0.006223130706123456,75,0.44,1.19619926199262,True
3,bb_width_q3 & h_5 & macd_hist_q3,136,0.4411764705882353,1.3271892951621052,0.008224454978102798,64,0.4375,1.1894026752767528,True
3,atr_14_q3 & dist_ema50_q2 & macd_hist_q3,282,0.43617021276595747,1.312128991103528,0.0003007214452976049,130,0.4,1.0874538745387454,True
3,bb_pos_q2 & bb_width_q3 & trend_50_200_1,634,0.4353312302839117,1.309605083680462,7.674893265783113e-08,356,0.38764044943820225,1.0538527716737842,True
3,bb_pos_q2 & macd_hist_q3 & trend_50_200_1,593,0.433389544688027,1.3037639191822905,3.1163329279599585e-07,351,0.30484330484330485,0.8287575824476194,False
3,bb_pos_q2 & bb_width_q3 & dist_ema200_q4,229,0.43231441048034935,1.300529597530028,0.0019524892938564914,155,0.3935483870967742,1.0699142959171528,True
3,atr_14_q3 & bb_pos_q2 & rsi_14_q3,221,0.4298642533936652,1.2931588004143588,0.002642928078270906,97,0.3917525773195876,1.0650321451668125,True
3,bb_pos_q2 & bb_width_q3 & sess_london_0,868,0.42972350230414746,1.2927353795119676,2.458686977402778e-09,352,0.42613636363636365,1.1585090992955385,True
3,bb_pos_q2 & h_5 & macd_hist_q3,182,0.42857142857142855,1.2892696010146163,0.007314554204046258,52,0.34615384615384615,0.941065852966222,False
3,dist_ema200_q4 & h_5 & rsi_14_q3,189,0.42857142857142855,1.2892696010146163,0.006707680634428233,103,0.39805825242718446,1.0821749722351592,True
3,bb_pos_q2 & bb_width_q3 & macd_hist_q3,311,0.42765273311897106,1.2865058934025808,0.00046739279361461577,124,0.3951612903225806,1.074299190572551,True
3,bb_pos_q2 & bb_width_q3 & rsi_14_q3,253,0.4268774703557312,1.2841736737378786,0.0016880486512642176,104,0.47115384615384615,1.2808951887595799,True
3,atr_14_q3 & dow_2 & sess_london_0,708,0.4265536723163842,1.2831995934768827,1.9634149300961212e-07,231,0.36363636363636365,0.9885944313988595,False
3,bb_pos_q2 & bb_width_q3 & dow_3,238,0.42436974789915966,1.2766297029654534,0.0030526729617095937,106,0.42452830188679247,1.1541373668453667,True
3,atr_14_q3 & dow_2 & trend_50_200_1,553,0.4213381555153707,1.2675097765249181,1.3908900112398895e-05,292,0.2979452054794521,0.810004170247182,False
